Year,Geography,Pattype,Category,Cat_value,Dxgroup,Count,Total,Percent
2023,Statewide,ED Visit,Age,0 to 18,Mental Health Disorders,69335,2725753,0.025437008
2023,Statewide,ED Visit,Age,0 to 18,Substance Use Disorders,20687,2725753,0.007589462
2023,Statewide,ED Visit,Age,19 to 39,All Other Diagnoses,3333598,3907200,0.853193591
2023,Statewide,ED Visit,Age,19 to 39,Co-Occuring Disorders,78407,3907200,0.020067312
2023,Statewide,ED Visit,Age,19 to 39,Mental Health Disorders,267583,3907200,0.068484593
2023,Statewide,ED Visit,Age,19 to 39,Substance Use Disorders,227612,3907200,0.058254505
2023,Statewide,ED Visit,Age,40 to 59,All Other Diagnoses,2575652,3004779,0.857185171
2023,Statewide,ED Visit,Age,40 to 59,Co-Occuring Disorders,55537,3004779,0.01848289
2023,Statewide,ED Visit,Age,40 to 59,Mental Health Disorders,207827,3004779,0.069165486
2023,Statewide,ED Visit,Age,40 to 59,Substance Use Disorders,165763,3004779,0.055166453
2023,Statewide,ED Visit,Age,60+,All Other Diagnoses,2820422,3107424,0.907639897
2023,Statewide,ED Visit,Age,60+,Co-Occuring Disorders,20219,3107424,0.006506676
2023,Statewide,ED Visit,Age,60+,Mental Health Disorders,183995,3107424,0.059211424
2023,Statewide,ED Visit,Age,60+,Substance Use Disorders,82788,3107424,0.026642003
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Mood disorders,352801,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Anxiety disorders,421051,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Adjustment disorders,69328,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,"Intentional self-harm, suicidal ideation, and suicide attempts",136220,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Schizophrenia and other psychotic disorders,168525,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Personality disorders,10123,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Impulse control disorders not elsewhere classified,7863,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Miscellaneous mental health conditions,29474,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Alcohol-related disorders,300222,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Cannabis-related disorders,138386,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Opioid-related disorders,87335,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Stimulant-related disorders,152345,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Sedative-related disorders,9626,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Hallucinogen-related disorders,3864,,
2023,Statewide,ED Visit,MH Category,All MBD Discharges,Miscellaneous substance-related disorders,60292,,
2024,Statewide,Inpatient,DX Category,All Discharges,All Other Diagnoses,2641669,3738299,0.706650003
2024,Statewide,Inpatient,DX Category,All Discharges,Co-Occuring Disorders,235389,3738299,0.062966873
2024,Statewide,Inpatient,DX Category,All Discharges,Mental Health Disorders,607422,3738299,0.1624862
2024,Statewide,Inpatient,DX Category,All Discharges,Substance Use Disorders,253819,3738299,0.067896923
2024,Statewide,Inpatient,Sex,Female,All Other Diagnoses,1475396,2027752,0.727601798
2024,Statewide,Inpatient,Sex,Female,Co-Occuring Disorders,98995,2027752,0.048820073
2024,Statewide,Inpatient,Sex,Female,Mental Health Disorders,380435,2027752,0.187614166
2024,Statewide,Inpatient,Sex,Female,Substance Use Disorders,72926,2027752,0.035963964
2024,Statewide,Inpatient,Sex,Male,All Other Diagnoses,1165920,1710017,0.681817783
2024,Statewide,Inpatient,Sex,Male,Co-Occuring Disorders,136349,1710017,0.079735465
2024,Statewide,Inpatient,Sex,Male,Mental Health Disorders,226885,1710017,0.132679968
2024,Statewide,Inpatient,Sex,Male,Substance Use Disorders,180863,1710017,0.105766785
2024,Statewide,Inpatient,Funding Source,All Other Payers,All Other Diagnoses,24979,34025,0.734136664
2024,Statewide,Inpatient,Funding Source,All Other Payers,Co-Occuring Disorders,1475,34025,0.043350478
2024,Statewide,Inpatient,Funding Source,All Other Payers,Mental Health Disorders,5617,34025,0.165084497
2024,Statewide,Inpatient,Funding Source,All Other Payers,Substance Use Disorders,1954,34025,0.057428362
2024,Statewide,Inpatient,Funding Source,Medi-Cal,All Other Diagnoses,784217,1179121,0.665086111
2024,Statewide,Inpatient,Funding Source,Medi-Cal,Co-Occuring Disorders,114631,1179121,0.097217334
2024,Statewide,Inpatient,Funding Source,Medi-Cal,Mental Health Disorders,148906,1179121,0.126285598
2024,Statewide,Inpatient,Funding Source,Medi-Cal,Substance Use Disorders,131367,1179121,0.111410958
2024,Statewide,Inpatient,Funding Source,Medicare,All Other Diagnoses,962033,1384300,0.694959908
2024,Statewide,Inpatient,Funding Source,Medicare,Co-Occuring Disorders,56636,1384300,0.040913097
2024,Statewide,Inpatient,Funding Source,Medicare,Mental Health Disorders,296965,1384300,0.214523586
2024,Statewide,Inpatient,Funding Source,Medicare,Substance Use Disorders,68666,1384300,0.04960341
2024,Statewide,Inpatient,Funding Source,Other Government,All Other Diagnoses,64669,109134,0.592565104
2024,Statewide,Inpatient,Funding Source,Other Government,Co-Occuring Disorders,15678,109134,0.143658255
2024,Statewide,Inpatient,Funding Source,Other Government,Mental Health Disorders,22368,109134,0.204959041
2024,Statewide,Inpatient,Funding Source,Other Government,Substance Use Disorders,6419,109134,0.0588176
2024,Statewide,Inpatient,Funding Source,Private Health Insurance,All Other Diagnoses,766249,978574,0.783026118
2024,Statewide,Inpatient,Funding Source,Private Health Insurance,Co-Occuring Disorders,43427,978574,0.04437784
2024,Statewide,Inpatient,Funding Source,Private Health Insurance,Mental Health Disorders,129648,978574,0.132486659
2024,Statewide,Inpatient,Funding Source,Private Health Insurance,Substance Use Disorders,39250,978574,0.040109384
2024,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,All Other Diagnoses,38957,52445,0.742816284
2024,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,Co-Occuring Disorders,3522,52445,0.067156068
2024,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,Mental Health Disorders,3833,52445,0.07308609
2024,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,Substance Use Disorders,6133,52445,0.116941558
2024,Statewide,Inpatient,Race,American Indian/Alaska Native,All Other Diagnoses,7072,11742,0.602282405
2024,Statewide,Inpatient,Race,American Indian/Alaska Native,Co-Occuring Disorders,1232,11742,0.1049225
2024,Statewide,Inpatient,Race,American Indian/Alaska Native,Mental Health Disorders,2042,11742,0.173905638
2024,Statewide,Inpatient,Race,American Indian/Alaska Native,Substance Use Disorders,1396,11742,0.118889457
2024,Statewide,Inpatient,Race,Asian,All Other Diagnoses,305041,355067,0.859108281
2024,Statewide,Inpatient,Race,Asian,Co-Occuring Disorders,5770,355067,0.016250454
2024,Statewide,Inpatient,Race,Asian,Mental Health Disorders,36547,355067,0.10292987
2024,Statewide,Inpatient,Race,Asian,Substance Use Disorders,7709,355067,0.021711395
2024,Statewide,Inpatient,Race,Black,All Other Diagnoses,186018,301343,0.617296569
2024,Statewide,Inpatient,Race,Black,Co-Occuring Disorders,29676,301343,0.098479142
2024,Statewide,Inpatient,Race,Black,Mental Health Disorders,54816,301343,0.181905669
2024,Statewide,Inpatient,Race,Black,Substance Use Disorders,30833,301343,0.10231862
2024,Statewide,Inpatient,Race,Hispanic,All Other Diagnoses,1010502,1332235,0.758501316
2024,Statewide,Inpatient,Race,Hispanic,Co-Occuring Disorders,68670,1332235,0.05154496
2024,Statewide,Inpatient,Race,Hispanic,Mental Health Disorders,160760,1332235,0.120669401
2024,Statewide,Inpatient,Race,Hispanic,Substance Use Disorders,92303,1332235,0.069284323
2024,Statewide,Inpatient,Race,Multiracial,All Other Diagnoses,30635,44250,0.692316384
2024,Statewide,Inpatient,Race,Multiracial,Co-Occuring Disorders,3473,44250,0.078485876
2024,Statewide,Inpatient,Race,Multiracial,Mental Health Disorders,7318,44250,0.165378531
2024,Statewide,Inpatient,Race,Multiracial,Substance Use Disorders,2824,44250,0.063819209
2024,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,All Other Diagnoses,17632,21508,0.819787986
2024,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,Co-Occuring Disorders,593,21508,0.027571136
2024,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,Mental Health Disorders,2370,21508,0.110191557
2024,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,Substance Use Disorders,913,21508,0.042449321
2024,Statewide,Inpatient,Race,Other Race,All Other Diagnoses,121782,175988,0.691990363
2024,Statewide,Inpatient,Race,Other Race,Co-Occuring Disorders,12982,175988,0.073766393
2024,Statewide,Inpatient,Race,Other Race,Mental Health Disorders,31372,175988,0.178262154
2024,Statewide,Inpatient,Race,Other Race,Substance Use Disorders,9852,175988,0.05598109
2024,Statewide,Inpatient,Race,Unknown/Invalid,All Other Diagnoses,34041,45745,0.744146901
2024,Statewide,Inpatient,Race,Unknown/Invalid,Co-Occuring Disorders,2880,45745,0.0629577
2024,Statewide,Inpatient,Race,Unknown/Invalid,Mental Health Disorders,6440,45745,0.140780413
2024,Statewide,Inpatient,Race,Unknown/Invalid,Substance Use Disorders,2384,45745,0.052114985
2024,Statewide,Inpatient,Race,White,All Other Diagnoses,928946,1450421,0.640466458
2024,Statewide,Inpatient,Race,White,Co-Occuring Disorders,110113,1450421,0.075917958
2024,Statewide,Inpatient,Race,White,Mental Health Disorders,305757,1450421,0.21080569
2024,Statewide,Inpatient,Race,White,Substance Use Disorders,105605,1450421,0.072809895
2024,Statewide,Inpatient,Age,0 to 18,All Other Diagnoses,558720,606857,0.920678183
2024,Statewide,Inpatient,Age,0 to 18,Co-Occuring Disorders,9515,606857,0.015679147
2024,Statewide,Inpatient,Age,0 to 18,Mental Health Disorders,36292,606857,0.059803216
2024,Statewide,Inpatient,Age,0 to 18,Substance Use Disorders,2330,606857,0.003839455
2024,Statewide,Inpatient,Age,19 to 39,All Other Diagnoses,529577,795867,0.665408919
2024,Statewide,Inpatient,Age,19 to 39,Co-Occuring Disorders,84539,795867,0.106222522
2024,Statewide,Inpatient,Age,19 to 39,Mental Health Disorders,123132,795867,0.154714293
2024,Statewide,Inpatient,Age,19 to 39,Substance Use Disorders,58619,795867,0.073654266
2024,Statewide,Inpatient,Age,40 to 59,All Other Diagnoses,375981,677168,0.555225587
2024,Statewide,Inpatient,Age,40 to 59,Co-Occuring Disorders,81933,677168,0.120993609
2024,Statewide,Inpatient,Age,40 to 59,Mental Health Disorders,123680,677168,0.182643007
2024,Statewide,Inpatient,Age,40 to 59,Substance Use Disorders,95574,677168,0.141137797
2024,Statewide,Inpatient,Age,60+,All Other Diagnoses,1177311,1658253,0.709970674
2024,Statewide,Inpatient,Age,60+,Co-Occuring Disorders,59389,1658253,0.035814197
2024,Statewide,Inpatient,Age,60+,Mental Health Disorders,324304,1658253,0.195569675
2024,Statewide,Inpatient,Age,60+,Substance Use Disorders,97249,1658253,0.058645454
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Mood disorders,504840,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Anxiety disorders,387898,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Adjustment disorders,81649,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,"Intentional self-harm, suicidal ideation, and suicide attempts",130149,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Schizophrenia and other psychotic disorders,175722,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Personality disorders,14969,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Impulse control disorders not elsewhere classified,7668,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Miscellaneous mental health conditions,58343,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Alcohol-related disorders,242469,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Cannabis-related disorders,94823,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Opioid-related disorders,88076,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Stimulant-related disorders,159579,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Sedative-related disorders,16895,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Hallucinogen-related disorders,4048,,
2024,Statewide,Inpatient,MH Category,All MBD Discharges,Miscellaneous substance-related disorders,39091,,
2024,Statewide,ED Visit,DX Category,All Discharges,All Other Diagnoses,11775382,13307457,0.884870941
2024,Statewide,ED Visit,DX Category,All Discharges,Co-Occuring Disorders,170722,13307457,0.012829048
2024,Statewide,ED Visit,DX Category,All Discharges,Mental Health Disorders,862811,13307457,0.064836655
2024,Statewide,ED Visit,DX Category,All Discharges,Substance Use Disorders,498542,13307457,0.037463356
2024,Statewide,ED Visit,Sex,Female,All Other Diagnoses,6418561,7185401,0.893278051
2024,Statewide,ED Visit,Sex,Female,Co-Occuring Disorders,70400,7185401,0.009797644
2024,Statewide,ED Visit,Sex,Female,Mental Health Disorders,533683,7185401,0.074273238
2024,Statewide,ED Visit,Sex,Female,Substance Use Disorders,162757,7185401,0.022651067
2024,Statewide,ED Visit,Sex,Male,All Other Diagnoses,5354933,6119539,0.875054967
2024,Statewide,ED Visit,Sex,Male,Co-Occuring Disorders,100271,6119539,0.016385385
2024,Statewide,ED Visit,Sex,Male,Mental Health Disorders,328713,6119539,0.053715321
2024,Statewide,ED Visit,Sex,Male,Substance Use Disorders,335622,6119539,0.054844327
2024,Statewide,ED Visit,Funding Source,All Other Payers,All Other Diagnoses,143198,151388,0.9459006
2024,Statewide,ED Visit,Funding Source,All Other Payers,Co-Occuring Disorders,567,151388,0.003745343
2024,Statewide,ED Visit,Funding Source,All Other Payers,Mental Health Disorders,5192,151388,0.034295981
2024,Statewide,ED Visit,Funding Source,All Other Payers,Substance Use Disorders,2431,151388,0.016058076
2024,Statewide,ED Visit,Funding Source,Medi-Cal,All Other Diagnoses,5175473,5865487,0.882360322
2024,Statewide,ED Visit,Funding Source,Medi-Cal,Co-Occuring Disorders,94816,5865487,0.016165069
2024,Statewide,ED Visit,Funding Source,Medi-Cal,Mental Health Disorders,324121,5865487,0.055259009
2024,Statewide,ED Visit,Funding Source,Medi-Cal,Substance Use Disorders,271077,5865487,0.0462156
2024,Statewide,ED Visit,Funding Source,Medicare,All Other Diagnoses,2314328,2641021,0.876300491
2024,Statewide,ED Visit,Funding Source,Medicare,Co-Occuring Disorders,27354,2641021,0.010357358
2024,Statewide,ED Visit,Funding Source,Medicare,Mental Health Disorders,236565,2641021,0.089573313
2024,Statewide,ED Visit,Funding Source,Medicare,Substance Use Disorders,62774,2641021,0.023768838
2024,Statewide,ED Visit,Funding Source,Other Government,All Other Diagnoses,212382,242973,0.874097122
2024,Statewide,ED Visit,Funding Source,Other Government,Co-Occuring Disorders,3350,242973,0.01378754
2024,Statewide,ED Visit,Funding Source,Other Government,Mental Health Disorders,14688,242973,0.060451161
2024,Statewide,ED Visit,Funding Source,Other Government,Substance Use Disorders,12553,242973,0.051664177
2024,Statewide,ED Visit,Funding Source,Private Health Insurance,All Other Diagnoses,3303042,3685975,0.896110798
2024,Statewide,ED Visit,Funding Source,Private Health Insurance,Co-Occuring Disorders,34574,3685975,0.009379879
2024,Statewide,ED Visit,Funding Source,Private Health Insurance,Mental Health Disorders,249907,3685975,0.067799429
2024,Statewide,ED Visit,Funding Source,Private Health Insurance,Substance Use Disorders,98452,3685975,0.026709894
2024,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,All Other Diagnoses,623291,716557,0.869841478
2024,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Co-Occuring Disorders,10005,716557,0.013962602
2024,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Mental Health Disorders,32163,716557,0.044885473
2024,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Substance Use Disorders,51098,716557,0.071310447
2024,Statewide,ED Visit,Race,American Indian/Alaska Native,All Other Diagnoses,38752,45715,0.847686755
2024,Statewide,ED Visit,Race,American Indian/Alaska Native,Co-Occuring Disorders,914,45715,0.019993438
2024,Statewide,ED Visit,Race,American Indian/Alaska Native,Mental Health Disorders,3180,45715,0.069561413
2024,Statewide,ED Visit,Race,American Indian/Alaska Native,Substance Use Disorders,2869,45715,0.062758394
2024,Statewide,ED Visit,Race,Asian,All Other Diagnoses,788826,851325,0.926586204
2024,Statewide,ED Visit,Race,Asian,Co-Occuring Disorders,4077,851325,0.004789005
2024,Statewide,ED Visit,Race,Asian,Mental Health Disorders,46421,851325,0.054527942
2024,Statewide,ED Visit,Race,Asian,Substance Use Disorders,12001,851325,0.014096849
2024,Statewide,ED Visit,Race,Black,All Other Diagnoses,1071117,1259028,0.850749149
2024,Statewide,ED Visit,Race,Black,Co-Occuring Disorders,23701,1259028,0.01882484
2024,Statewide,ED Visit,Race,Black,Mental Health Disorders,104009,1259028,0.082610554
2024,Statewide,ED Visit,Race,Black,Substance Use Disorders,60201,1259028,0.047815458
2024,Statewide,ED Visit,Race,Hispanic,All Other Diagnoses,5507204,6063871,0.908199399
2024,Statewide,ED Visit,Race,Hispanic,Co-Occuring Disorders,57668,6063871,0.009510097
2024,Statewide,ED Visit,Race,Hispanic,Mental Health Disorders,300093,6063871,0.049488685
2024,Statewide,ED Visit,Race,Hispanic,Substance Use Disorders,198906,6063871,0.032801819
2024,Statewide,ED Visit,Race,Multiracial,All Other Diagnoses,115572,135950,0.850106657
2024,Statewide,ED Visit,Race,Multiracial,Co-Occuring Disorders,2467,135950,0.018146377
2024,Statewide,ED Visit,Race,Multiracial,Mental Health Disorders,12335,135950,0.090731887
2024,Statewide,ED Visit,Race,Multiracial,Substance Use Disorders,5576,135950,0.041015079
2024,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,All Other Diagnoses,61224,66515,0.920454033
2024,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Co-Occuring Disorders,442,66515,0.006645118
2024,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Mental Health Disorders,3519,66515,0.05290536
2024,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Substance Use Disorders,1330,66515,0.01999549
2024,Statewide,ED Visit,Race,Other Race,All Other Diagnoses,531785,591695,0.898748511
2024,Statewide,ED Visit,Race,Other Race,Co-Occuring Disorders,7051,591695,0.011916612
2024,Statewide,ED Visit,Race,Other Race,Mental Health Disorders,32160,591695,0.054352327
2024,Statewide,ED Visit,Race,Other Race,Substance Use Disorders,20699,591695,0.03498255
2024,Statewide,ED Visit,Race,Unknown/Invalid,All Other Diagnoses,146501,165520,0.885095457
2024,Statewide,ED Visit,Race,Unknown/Invalid,Co-Occuring Disorders,2077,165520,0.012548333
2024,Statewide,ED Visit,Race,Unknown/Invalid,Mental Health Disorders,9541,165520,0.057642581
2024,Statewide,ED Visit,Race,Unknown/Invalid,Substance Use Disorders,7401,165520,0.04471363
2024,Statewide,ED Visit,Race,White,All Other Diagnoses,3514401,4127838,0.851390244
2024,Statewide,ED Visit,Race,White,Co-Occuring Disorders,72325,4127838,0.017521279
2024,Statewide,ED Visit,Race,White,Mental Health Disorders,351553,4127838,0.085166375
2024,Statewide,ED Visit,Race,White,Substance Use Disorders,189559,4127838,0.045922103
2024,Statewide,ED Visit,Age,0 to 18,All Other Diagnoses,2646939,2744969,0.964287393
2024,Statewide,ED Visit,Age,0 to 18,Co-Occuring Disorders,6670,2744969,0.0024299
2024,Statewide,ED Visit,Age,0 to 18,Mental Health Disorders,71729,2744969,0.026131078
2024,Statewide,ED Visit,Age,0 to 18,Substance Use Disorders,19631,2744969,0.007151629
2024,Statewide,ED Visit,Age,19 to 39,All Other Diagnoses,3477674,4082032,0.851946776
2024,Statewide,ED Visit,Age,19 to 39,Co-Occuring Disorders,79003,4082032,0.019353841
2024,Statewide,ED Visit,Age,19 to 39,Mental Health Disorders,302651,4082032,0.074142241
2024,Statewide,ED Visit,Age,19 to 39,Substance Use Disorders,222704,4082032,0.054557142
2024,Statewide,ED Visit,Age,40 to 59,All Other Diagnoses,2663642,3133253,0.850120306
2024,Statewide,ED Visit,Age,40 to 59,Co-Occuring Disorders,59754,3133253,0.019070915
2024,Statewide,ED Visit,Age,40 to 59,Mental Health Disorders,241508,3133253,0.077078998
2024,Statewide,ED Visit,Age,40 to 59,Substance Use Disorders,168349,3133253,0.053729782
2024,Statewide,ED Visit,Age,60+,All Other Diagnoses,2986522,3345980,0.892570189
2024,Statewide,ED Visit,Age,60+,Co-Occuring Disorders,25252,3345980,0.007546967
2024,Statewide,ED Visit,Age,60+,Mental Health Disorders,246814,3345980,0.073764338
2024,Statewide,ED Visit,Age,60+,Substance Use Disorders,87392,3345980,0.026118506
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Mood disorders,465778,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Anxiety disorders,466681,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Adjustment disorders,87119,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,"Intentional self-harm, suicidal ideation, and suicide attempts",132651,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Schizophrenia and other psychotic disorders,177176,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Personality disorders,15880,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Impulse control disorders not elsewhere classified,9679,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Miscellaneous mental health conditions,34767,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Alcohol-related disorders,324447,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Cannabis-related disorders,129978,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Opioid-related disorders,81989,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Stimulant-related disorders,151135,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Sedative-related disorders,10116,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Hallucinogen-related disorders,3942,,
2024,Statewide,ED Visit,MH Category,All MBD Discharges,Miscellaneous substance-related disorders,61672,,
