Year,Geography,Pattype,Category,Cat_value,Dxgroup,Count,Total,Percent
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Adjustment disorders,76098,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,"Intentional self-harm, suicidal ideation, and suicide attempts",127979,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Schizophrenia and other psychotic disorders,162565,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Personality disorders,14888,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Impulse control disorders not elsewhere classified,9047,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Miscellaneous mental health conditions,58487,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Alcohol-related disorders,229683,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Cannabis-related disorders,112488,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Opioid-related disorders,85509,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Stimulant-related disorders,159197,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Sedative-related disorders,17665,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Hallucinogen-related disorders,4142,,
2022,Statewide,Inpatient,MH Category,All MBD Discharges,Miscellaneous substance-related disorders,37920,,
2022,Statewide,ED Visit,DX Category,All Discharges,All Other Diagnoses,10904340,12280042,0.887972533
2022,Statewide,ED Visit,DX Category,All Discharges,Co-Occuring Disorders,164974,12280042,0.013434319
2022,Statewide,ED Visit,DX Category,All Discharges,Mental Health Disorders,741758,12280042,0.060403539
2022,Statewide,ED Visit,DX Category,All Discharges,Substance Use Disorders,468970,12280042,0.038189609
2022,Statewide,ED Visit,Sex,Female,All Other Diagnoses,5923295,6589957,0.898836669
2022,Statewide,ED Visit,Sex,Female,Co-Occuring Disorders,64386,6589957,0.009770322
2022,Statewide,ED Visit,Sex,Female,Mental Health Disorders,449026,6589957,0.068137926
2022,Statewide,ED Visit,Sex,Female,Substance Use Disorders,153250,6589957,0.023255084
2022,Statewide,ED Visit,Sex,Male,All Other Diagnoses,4979518,5688067,0.875432375
2022,Statewide,ED Visit,Sex,Male,Co-Occuring Disorders,100539,5688067,0.017675425
2022,Statewide,ED Visit,Sex,Male,Mental Health Disorders,292455,5688067,0.051415534
2022,Statewide,ED Visit,Sex,Male,Substance Use Disorders,315555,5688067,0.055476667
2022,Statewide,ED Visit,Funding Source,All Other Payers,All Other Diagnoses,141573,147790,0.957933554
2022,Statewide,ED Visit,Funding Source,All Other Payers,Co-Occuring Disorders,407,147790,0.002753908
2022,Statewide,ED Visit,Funding Source,All Other Payers,Mental Health Disorders,3471,147790,0.023486028
2022,Statewide,ED Visit,Funding Source,All Other Payers,Substance Use Disorders,2339,147790,0.015826511
2022,Statewide,ED Visit,Funding Source,Medi-Cal,All Other Diagnoses,4756324,5413359,0.878627115
2022,Statewide,ED Visit,Funding Source,Medi-Cal,Co-Occuring Disorders,95607,5413359,0.017661308
2022,Statewide,ED Visit,Funding Source,Medi-Cal,Mental Health Disorders,307138,5413359,0.056737046
2022,Statewide,ED Visit,Funding Source,Medi-Cal,Substance Use Disorders,254290,5413359,0.046974531
2022,Statewide,ED Visit,Funding Source,Medicare,All Other Diagnoses,2032530,2292718,0.886515481
2022,Statewide,ED Visit,Funding Source,Medicare,Co-Occuring Disorders,23615,2292718,0.010300002
2022,Statewide,ED Visit,Funding Source,Medicare,Mental Health Disorders,180705,2292718,0.078816933
2022,Statewide,ED Visit,Funding Source,Medicare,Substance Use Disorders,55868,2292718,0.024367585
2022,Statewide,ED Visit,Funding Source,Other Government,All Other Diagnoses,211399,241599,0.874999483
2022,Statewide,ED Visit,Funding Source,Other Government,Co-Occuring Disorders,3463,241599,0.014333669
2022,Statewide,ED Visit,Funding Source,Other Government,Mental Health Disorders,14937,241599,0.061825587
2022,Statewide,ED Visit,Funding Source,Other Government,Substance Use Disorders,11800,241599,0.048841262
2022,Statewide,ED Visit,Funding Source,Private Health Insurance,All Other Diagnoses,3188884,3515797,0.907015963
2022,Statewide,ED Visit,Funding Source,Private Health Insurance,Co-Occuring Disorders,30573,3515797,0.008695895
2022,Statewide,ED Visit,Funding Source,Private Health Insurance,Mental Health Disorders,203118,3515797,0.05777296
2022,Statewide,ED Visit,Funding Source,Private Health Insurance,Substance Use Disorders,93222,3515797,0.026515183
2022,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,All Other Diagnoses,570668,665545,0.857444651
2022,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Co-Occuring Disorders,11273,665545,0.016937998
2022,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Mental Health Disorders,32248,665545,0.048453523
2022,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Substance Use Disorders,51356,665545,0.077163828
2022,Statewide,ED Visit,Race,American Indian/Alaska Native,All Other Diagnoses,34889,41332,0.844115939
2022,Statewide,ED Visit,Race,American Indian/Alaska Native,Co-Occuring Disorders,874,41332,0.021145843
2022,Statewide,ED Visit,Race,American Indian/Alaska Native,Mental Health Disorders,2758,41332,0.066727959
2022,Statewide,ED Visit,Race,American Indian/Alaska Native,Substance Use Disorders,2811,41332,0.068010258
2022,Statewide,ED Visit,Race,Asian,All Other Diagnoses,705335,754396,0.934966516
2022,Statewide,ED Visit,Race,Asian,Co-Occuring Disorders,3580,754396,0.004745518
2022,Statewide,ED Visit,Race,Asian,Mental Health Disorders,35017,754396,0.046417266
2022,Statewide,ED Visit,Race,Asian,Substance Use Disorders,10464,754396,0.013870699
2022,Statewide,ED Visit,Race,Black,All Other Diagnoses,1057949,1228824,0.860944285
2022,Statewide,ED Visit,Race,Black,Co-Occuring Disorders,24199,1228824,0.019692812
2022,Statewide,ED Visit,Race,Black,Mental Health Disorders,88044,1228824,0.071648991
2022,Statewide,ED Visit,Race,Black,Substance Use Disorders,58632,1228824,0.047713912
2022,Statewide,ED Visit,Race,Hispanic,All Other Diagnoses,4874678,5350350,0.911095162
2022,Statewide,ED Visit,Race,Hispanic,Co-Occuring Disorders,50988,5350350,0.009529844
2022,Statewide,ED Visit,Race,Hispanic,Mental Health Disorders,252945,5350350,0.047276346
2022,Statewide,ED Visit,Race,Hispanic,Substance Use Disorders,171739,5350350,0.032098648
2022,Statewide,ED Visit,Race,Multiracial,All Other Diagnoses,102981,119930,0.858675894
2022,Statewide,ED Visit,Race,Multiracial,Co-Occuring Disorders,2427,119930,0.020236805
2022,Statewide,ED Visit,Race,Multiracial,Mental Health Disorders,9108,119930,0.075944301
2022,Statewide,ED Visit,Race,Multiracial,Substance Use Disorders,5414,119930,0.045143
2022,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,All Other Diagnoses,57040,61574,0.926365024
2022,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Co-Occuring Disorders,468,61574,0.007600611
2022,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Mental Health Disorders,2706,61574,0.043947121
2022,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Substance Use Disorders,1360,61574,0.022087245
2022,Statewide,ED Visit,Race,Other Race,All Other Diagnoses,520028,580574,0.895713552
2022,Statewide,ED Visit,Race,Other Race,Co-Occuring Disorders,7489,580574,0.012899303
2022,Statewide,ED Visit,Race,Other Race,Mental Health Disorders,32296,580574,0.055627706
2022,Statewide,ED Visit,Race,Other Race,Substance Use Disorders,20761,580574,0.035759438
2022,Statewide,ED Visit,Race,Unknown/Invalid,All Other Diagnoses,123455,140932,0.875989839
2022,Statewide,ED Visit,Race,Unknown/Invalid,Co-Occuring Disorders,2092,140932,0.014844038
2022,Statewide,ED Visit,Race,Unknown/Invalid,Mental Health Disorders,8382,140932,0.059475492
2022,Statewide,ED Visit,Race,Unknown/Invalid,Substance Use Disorders,7003,140932,0.049690631
2022,Statewide,ED Visit,Race,White,All Other Diagnoses,3427985,4002130,0.856540142
2022,Statewide,ED Visit,Race,White,Co-Occuring Disorders,72857,4002130,0.018204556
2022,Statewide,ED Visit,Race,White,Mental Health Disorders,310502,4002130,0.077584186
2022,Statewide,ED Visit,Race,White,Substance Use Disorders,190786,4002130,0.047671115
2022,Statewide,ED Visit,Age,0 to 18,All Other Diagnoses,2649149,2750243,0.963241794
2022,Statewide,ED Visit,Age,0 to 18,Co-Occuring Disorders,7170,2750243,0.002607042
2022,Statewide,ED Visit,Age,0 to 18,Mental Health Disorders,74902,2750243,0.027234684
2022,Statewide,ED Visit,Age,0 to 18,Substance Use Disorders,19022,2750243,0.00691648
2022,Statewide,ED Visit,Age,19 to 39,All Other Diagnoses,3233754,3808278,0.849138114
2022,Statewide,ED Visit,Age,19 to 39,Co-Occuring Disorders,82159,3808278,0.021573793
2022,Statewide,ED Visit,Age,19 to 39,Mental Health Disorders,274890,3808278,0.07218223
2022,Statewide,ED Visit,Age,19 to 39,Substance Use Disorders,217475,3808278,0.057105863
2022,Statewide,ED Visit,Age,40 to 59,All Other Diagnoses,2437900,2864253,0.851146878
2022,Statewide,ED Visit,Age,40 to 59,Co-Occuring Disorders,56173,2864253,0.019611745
2022,Statewide,ED Visit,Age,40 to 59,Mental Health Disorders,211173,2864253,0.073727077
2022,Statewide,ED Visit,Age,40 to 59,Substance Use Disorders,159007,2864253,0.0555143
2022,Statewide,ED Visit,Age,60+,All Other Diagnoses,2582884,2856027,0.904362599
2022,Statewide,ED Visit,Age,60+,Co-Occuring Disorders,19412,2856027,0.006796855
2022,Statewide,ED Visit,Age,60+,Mental Health Disorders,180700,2856027,0.06326971
2022,Statewide,ED Visit,Age,60+,Substance Use Disorders,73031,2856027,0.025570837
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Mood disorders,362479,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Anxiety disorders,440748,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Adjustment disorders,66147,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,"Intentional self-harm, suicidal ideation, and suicide attempts",142058,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Schizophrenia and other psychotic disorders,174721,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Personality disorders,9509,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Impulse control disorders not elsewhere classified,8065,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Miscellaneous mental health conditions,29712,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Alcohol-related disorders,274659,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Cannabis-related disorders,143562,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Opioid-related disorders,80653,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Stimulant-related disorders,157132,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Sedative-related disorders,9684,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Hallucinogen-related disorders,4265,,
2022,Statewide,ED Visit,MH Category,All MBD Discharges,Miscellaneous substance-related disorders,54092,,
2023,Statewide,Inpatient,DX Category,All Discharges,All Other Diagnoses,2577264,3653778,0.70536962
2023,Statewide,Inpatient,DX Category,All Discharges,Co-Occuring Disorders,243251,3653778,0.0665752
2023,Statewide,Inpatient,DX Category,All Discharges,Mental Health Disorders,575912,3653778,0.157620961
2023,Statewide,Inpatient,DX Category,All Discharges,Substance Use Disorders,257351,3653778,0.070434219
2023,Statewide,Inpatient,Sex,Female,All Other Diagnoses,1443731,1983471,0.727881073
2023,Statewide,Inpatient,Sex,Female,Co-Occuring Disorders,102185,1983471,0.051518273
2023,Statewide,Inpatient,Sex,Female,Mental Health Disorders,363856,1983471,0.183444074
2023,Statewide,Inpatient,Sex,Female,Substance Use Disorders,73699,1983471,0.037156581
2023,Statewide,Inpatient,Sex,Male,All Other Diagnoses,1133259,1669868,0.678651846
2023,Statewide,Inpatient,Sex,Male,Co-Occuring Disorders,141022,1669868,0.084450987
2023,Statewide,Inpatient,Sex,Male,Mental Health Disorders,211973,1669868,0.126939974
2023,Statewide,Inpatient,Sex,Male,Substance Use Disorders,183614,1669868,0.109957194
2023,Statewide,Inpatient,Funding Source,All Other Payers,All Other Diagnoses,22980,31053,0.740025118
2023,Statewide,Inpatient,Funding Source,All Other Payers,Co-Occuring Disorders,1169,31053,0.037645316
2023,Statewide,Inpatient,Funding Source,All Other Payers,Mental Health Disorders,4981,31053,0.160403182
2023,Statewide,Inpatient,Funding Source,All Other Payers,Substance Use Disorders,1923,31053,0.061926384
2023,Statewide,Inpatient,Funding Source,Medi-Cal,All Other Diagnoses,757340,1145828,0.660954349
2023,Statewide,Inpatient,Funding Source,Medi-Cal,Co-Occuring Disorders,115519,1145828,0.100817051
2023,Statewide,Inpatient,Funding Source,Medi-Cal,Mental Health Disorders,140201,1145828,0.122357806
2023,Statewide,Inpatient,Funding Source,Medi-Cal,Substance Use Disorders,132768,1145828,0.115870794
2023,Statewide,Inpatient,Funding Source,Medicare,All Other Diagnoses,920815,1324430,0.695253807
2023,Statewide,Inpatient,Funding Source,Medicare,Co-Occuring Disorders,57192,1324430,0.04318235
2023,Statewide,Inpatient,Funding Source,Medicare,Mental Health Disorders,278227,1324430,0.210073013
2023,Statewide,Inpatient,Funding Source,Medicare,Substance Use Disorders,68196,1324430,0.05149083
2023,Statewide,Inpatient,Funding Source,Other Government,All Other Diagnoses,63332,104990,0.603219354
2023,Statewide,Inpatient,Funding Source,Other Government,Co-Occuring Disorders,16020,104990,0.152585961
2023,Statewide,Inpatient,Funding Source,Other Government,Mental Health Disorders,19343,104990,0.184236594
2023,Statewide,Inpatient,Funding Source,Other Government,Substance Use Disorders,6295,104990,0.059958091
2023,Statewide,Inpatient,Funding Source,Private Health Insurance,All Other Diagnoses,773468,993993,0.778142301
2023,Statewide,Inpatient,Funding Source,Private Health Insurance,Co-Occuring Disorders,49665,993993,0.049965141
2023,Statewide,Inpatient,Funding Source,Private Health Insurance,Mental Health Disorders,129207,993993,0.129987837
2023,Statewide,Inpatient,Funding Source,Private Health Insurance,Substance Use Disorders,41653,993993,0.041904722
2023,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,All Other Diagnoses,38437,52394,0.733614536
2023,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,Co-Occuring Disorders,3659,52394,0.069836241
2023,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,Mental Health Disorders,3845,52394,0.073386266
2023,Statewide,Inpatient,Funding Source,Self-Pay or Uninsured,Substance Use Disorders,6453,52394,0.123162958
2023,Statewide,Inpatient,Race,American Indian/Alaska Native,All Other Diagnoses,6996,11561,0.605137964
2023,Statewide,Inpatient,Race,American Indian/Alaska Native,Co-Occuring Disorders,1331,11561,0.115128449
2023,Statewide,Inpatient,Race,American Indian/Alaska Native,Mental Health Disorders,1903,11561,0.164605138
2023,Statewide,Inpatient,Race,American Indian/Alaska Native,Substance Use Disorders,1331,11561,0.115128449
2023,Statewide,Inpatient,Race,Asian,All Other Diagnoses,294229,342572,0.85888222
2023,Statewide,Inpatient,Race,Asian,Co-Occuring Disorders,5720,342572,0.01669722
2023,Statewide,Inpatient,Race,Asian,Mental Health Disorders,34844,342572,0.101712925
2023,Statewide,Inpatient,Race,Asian,Substance Use Disorders,7779,342572,0.022707635
2023,Statewide,Inpatient,Race,Black,All Other Diagnoses,183340,298541,0.614120004
2023,Statewide,Inpatient,Race,Black,Co-Occuring Disorders,30917,298541,0.103560315
2023,Statewide,Inpatient,Race,Black,Mental Health Disorders,52335,298541,0.175302555
2023,Statewide,Inpatient,Race,Black,Substance Use Disorders,31949,298541,0.107017127
2023,Statewide,Inpatient,Race,Hispanic,All Other Diagnoses,959545,1259899,0.7616047
2023,Statewide,Inpatient,Race,Hispanic,Co-Occuring Disorders,66231,1259899,0.0525685
2023,Statewide,Inpatient,Race,Hispanic,Mental Health Disorders,144661,1259899,0.114819521
2023,Statewide,Inpatient,Race,Hispanic,Substance Use Disorders,89462,1259899,0.071007279
2023,Statewide,Inpatient,Race,Multiracial,All Other Diagnoses,30191,43926,0.68731503
2023,Statewide,Inpatient,Race,Multiracial,Co-Occuring Disorders,3676,43926,0.0836862
2023,Statewide,Inpatient,Race,Multiracial,Mental Health Disorders,7120,43926,0.162090789
2023,Statewide,Inpatient,Race,Multiracial,Substance Use Disorders,2939,43926,0.066907982
2023,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,All Other Diagnoses,17105,20889,0.818852027
2023,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,Co-Occuring Disorders,647,20889,0.03097324
2023,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,Mental Health Disorders,2215,20889,0.10603667
2023,Statewide,Inpatient,Race,Native Hawaiian or Other Pacific Islande,Substance Use Disorders,922,20889,0.044138063
2023,Statewide,Inpatient,Race,Other Race,All Other Diagnoses,124141,178436,0.695717232
2023,Statewide,Inpatient,Race,Other Race,Co-Occuring Disorders,13609,178436,0.076268242
2023,Statewide,Inpatient,Race,Other Race,Mental Health Disorders,30376,178436,0.170234706
2023,Statewide,Inpatient,Race,Other Race,Substance Use Disorders,10310,178436,0.05777982
2023,Statewide,Inpatient,Race,Unknown/Invalid,All Other Diagnoses,27480,39122,0.702418077
2023,Statewide,Inpatient,Race,Unknown/Invalid,Co-Occuring Disorders,3088,39122,0.07893257
2023,Statewide,Inpatient,Race,Unknown/Invalid,Mental Health Disorders,5954,39122,0.152190583
2023,Statewide,Inpatient,Race,Unknown/Invalid,Substance Use Disorders,2600,39122,0.06645877
2023,Statewide,Inpatient,Race,White,All Other Diagnoses,934237,1458832,0.640400677
2023,Statewide,Inpatient,Race,White,Co-Occuring Disorders,118032,1458832,0.080908563
2023,Statewide,Inpatient,Race,White,Mental Health Disorders,296504,1458832,0.20324753
2023,Statewide,Inpatient,Race,White,Substance Use Disorders,110059,1458832,0.075443231
2023,Statewide,Inpatient,Age,0 to 18,All Other Diagnoses,556970,606170,0.91883465
2023,Statewide,Inpatient,Age,0 to 18,Co-Occuring Disorders,10832,606170,0.017869575
2023,Statewide,Inpatient,Age,0 to 18,Mental Health Disorders,35873,606170,0.059179768
2023,Statewide,Inpatient,Age,0 to 18,Substance Use Disorders,2495,606170,0.004116007
2023,Statewide,Inpatient,Age,19 to 39,All Other Diagnoses,520218,786416,0.661504852
2023,Statewide,Inpatient,Age,19 to 39,Co-Occuring Disorders,88917,786416,0.113066113
2023,Statewide,Inpatient,Age,19 to 39,Mental Health Disorders,117046,786416,0.148834713
2023,Statewide,Inpatient,Age,19 to 39,Substance Use Disorders,60235,786416,0.076594322
2023,Statewide,Inpatient,Age,40 to 59,All Other Diagnoses,366416,667365,0.549048871
2023,Statewide,Inpatient,Age,40 to 59,Co-Occuring Disorders,84694,667365,0.126908064
2023,Statewide,Inpatient,Age,40 to 59,Mental Health Disorders,119118,667365,0.178490032
2023,Statewide,Inpatient,Age,40 to 59,Substance Use Disorders,97137,667365,0.145553033
2023,Statewide,Inpatient,Age,60+,All Other Diagnoses,1133551,1593594,0.711317312
2023,Statewide,Inpatient,Age,60+,Co-Occuring Disorders,58764,1593594,0.036875139
2023,Statewide,Inpatient,Age,60+,Mental Health Disorders,303848,1593594,0.190668389
2023,Statewide,Inpatient,Age,60+,Substance Use Disorders,97431,1593594,0.061139161
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Mood disorders,490178,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Anxiety disorders,373750,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Adjustment disorders,78475,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,"Intentional self-harm, suicidal ideation, and suicide attempts",131404,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Schizophrenia and other psychotic disorders,169776,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Personality disorders,14732,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Impulse control disorders not elsewhere classified,7920,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Miscellaneous mental health conditions,57654,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Alcohol-related disorders,247109,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Cannabis-related disorders,105968,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Opioid-related disorders,91564,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Stimulant-related disorders,165316,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Sedative-related disorders,17570,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Hallucinogen-related disorders,4361,,
2023,Statewide,Inpatient,MH Category,All MBD Discharges,Miscellaneous substance-related disorders,39732,,
2023,Statewide,ED Visit,DX Category,All Discharges,All Other Diagnoses,11358923,12746434,0.891145163
2023,Statewide,ED Visit,DX Category,All Discharges,Co-Occuring Disorders,161350,12746434,0.012658442
2023,Statewide,ED Visit,DX Category,All Discharges,Mental Health Disorders,728841,12746434,0.057179993
2023,Statewide,ED Visit,DX Category,All Discharges,Substance Use Disorders,497320,12746434,0.039016403
2023,Statewide,ED Visit,Sex,Female,All Other Diagnoses,6195017,6863040,0.902663688
2023,Statewide,ED Visit,Sex,Female,Co-Occuring Disorders,64395,6863040,0.009382868
2023,Statewide,ED Visit,Sex,Female,Mental Health Disorders,439839,6863040,0.064088072
2023,Statewide,ED Visit,Sex,Female,Substance Use Disorders,163789,6863040,0.023865372
2023,Statewide,ED Visit,Sex,Male,All Other Diagnoses,5162288,5881261,0.877751897
2023,Statewide,ED Visit,Sex,Male,Co-Occuring Disorders,96893,5881261,0.016474868
2023,Statewide,ED Visit,Sex,Male,Mental Health Disorders,288742,5881261,0.049095254
2023,Statewide,ED Visit,Sex,Male,Substance Use Disorders,333338,5881261,0.056677981
2023,Statewide,ED Visit,Funding Source,All Other Payers,All Other Diagnoses,140586,146963,0.956608126
2023,Statewide,ED Visit,Funding Source,All Other Payers,Co-Occuring Disorders,433,146963,0.00294632
2023,Statewide,ED Visit,Funding Source,All Other Payers,Mental Health Disorders,3646,146963,0.024808966
2023,Statewide,ED Visit,Funding Source,All Other Payers,Substance Use Disorders,2298,146963,0.015636589
2023,Statewide,ED Visit,Funding Source,Medi-Cal,All Other Diagnoses,4982218,5652188,0.881467142
2023,Statewide,ED Visit,Funding Source,Medi-Cal,Co-Occuring Disorders,93704,5652188,0.016578359
2023,Statewide,ED Visit,Funding Source,Medi-Cal,Mental Health Disorders,303135,5652188,0.053631443
2023,Statewide,ED Visit,Funding Source,Medi-Cal,Substance Use Disorders,273131,5652188,0.048323057
2023,Statewide,ED Visit,Funding Source,Medicare,All Other Diagnoses,2198259,2463975,0.89215962
2023,Statewide,ED Visit,Funding Source,Medicare,Co-Occuring Disorders,23494,2463975,0.009534999
2023,Statewide,ED Visit,Funding Source,Medicare,Mental Health Disorders,180827,2463975,0.073388326
2023,Statewide,ED Visit,Funding Source,Medicare,Substance Use Disorders,61395,2463975,0.024917055
2023,Statewide,ED Visit,Funding Source,Other Government,All Other Diagnoses,197494,226969,0.87013645
2023,Statewide,ED Visit,Funding Source,Other Government,Co-Occuring Disorders,3331,226969,0.014676013
2023,Statewide,ED Visit,Funding Source,Other Government,Mental Health Disorders,14040,226969,0.061858668
2023,Statewide,ED Visit,Funding Source,Other Government,Substance Use Disorders,12104,226969,0.053328869
2023,Statewide,ED Visit,Funding Source,Private Health Insurance,All Other Diagnoses,3277041,3607121,0.908492119
2023,Statewide,ED Visit,Funding Source,Private Health Insurance,Co-Occuring Disorders,31017,3607121,0.008598824
2023,Statewide,ED Visit,Funding Source,Private Health Insurance,Mental Health Disorders,199461,3607121,0.055296454
2023,Statewide,ED Visit,Funding Source,Private Health Insurance,Substance Use Disorders,99602,3607121,0.027612603
2023,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,All Other Diagnoses,561258,646900,0.867611687
2023,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Co-Occuring Disorders,9352,646900,0.014456639
2023,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Mental Health Disorders,27614,646900,0.04268666
2023,Statewide,ED Visit,Funding Source,Self-Pay or Uninsured,Substance Use Disorders,48676,646900,0.075245015
2023,Statewide,ED Visit,Race,American Indian/Alaska Native,All Other Diagnoses,36440,43044,0.846575597
2023,Statewide,ED Visit,Race,American Indian/Alaska Native,Co-Occuring Disorders,877,43044,0.020374501
2023,Statewide,ED Visit,Race,American Indian/Alaska Native,Mental Health Disorders,2696,43044,0.062633584
2023,Statewide,ED Visit,Race,American Indian/Alaska Native,Substance Use Disorders,3031,43044,0.070416318
2023,Statewide,ED Visit,Race,Asian,All Other Diagnoses,760175,811810,0.936395216
2023,Statewide,ED Visit,Race,Asian,Co-Occuring Disorders,3535,811810,0.004354467
2023,Statewide,ED Visit,Race,Asian,Mental Health Disorders,36175,811810,0.044560919
2023,Statewide,ED Visit,Race,Asian,Substance Use Disorders,11925,811810,0.014689398
2023,Statewide,ED Visit,Race,Black,All Other Diagnoses,1069070,1240350,0.861909945
2023,Statewide,ED Visit,Race,Black,Co-Occuring Disorders,23048,1240350,0.018581852
2023,Statewide,ED Visit,Race,Black,Mental Health Disorders,87383,1240350,0.070450276
2023,Statewide,ED Visit,Race,Black,Substance Use Disorders,60849,1240350,0.049057927
2023,Statewide,ED Visit,Race,Hispanic,All Other Diagnoses,5130710,5620184,0.912907834
2023,Statewide,ED Visit,Race,Hispanic,Co-Occuring Disorders,51649,5620184,0.009189913
2023,Statewide,ED Visit,Race,Hispanic,Mental Health Disorders,251801,5620184,0.044802982
2023,Statewide,ED Visit,Race,Hispanic,Substance Use Disorders,186024,5620184,0.033099272
2023,Statewide,ED Visit,Race,Multiracial,All Other Diagnoses,110515,128498,0.860052297
2023,Statewide,ED Visit,Race,Multiracial,Co-Occuring Disorders,2467,128498,0.019198742
2023,Statewide,ED Visit,Race,Multiracial,Mental Health Disorders,9881,128498,0.076896139
2023,Statewide,ED Visit,Race,Multiracial,Substance Use Disorders,5635,128498,0.043852823
2023,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,All Other Diagnoses,59538,64035,0.929772781
2023,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Co-Occuring Disorders,482,64035,0.007527134
2023,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Mental Health Disorders,2644,64035,0.04128992
2023,Statewide,ED Visit,Race,Native Hawaiian or Other Pacific Islande,Substance Use Disorders,1371,64035,0.021410166
2023,Statewide,ED Visit,Race,Other Race,All Other Diagnoses,538495,598834,0.899239188
2023,Statewide,ED Visit,Race,Other Race,Co-Occuring Disorders,7085,598834,0.011831326
2023,Statewide,ED Visit,Race,Other Race,Mental Health Disorders,31327,598834,0.052313329
2023,Statewide,ED Visit,Race,Other Race,Substance Use Disorders,21927,598834,0.036616157
2023,Statewide,ED Visit,Race,Unknown/Invalid,All Other Diagnoses,132162,150074,0.880645548
2023,Statewide,ED Visit,Race,Unknown/Invalid,Co-Occuring Disorders,1945,150074,0.012960273
2023,Statewide,ED Visit,Race,Unknown/Invalid,Mental Health Disorders,8242,150074,0.054919573
2023,Statewide,ED Visit,Race,Unknown/Invalid,Substance Use Disorders,7725,150074,0.051474606
2023,Statewide,ED Visit,Race,White,All Other Diagnoses,3521818,4089605,0.861163364
2023,Statewide,ED Visit,Race,White,Co-Occuring Disorders,70262,4089605,0.017180632
2023,Statewide,ED Visit,Race,White,Mental Health Disorders,298692,4089605,0.073036883
2023,Statewide,ED Visit,Race,White,Substance Use Disorders,198833,4089605,0.048619121
2023,Statewide,ED Visit,Age,0 to 18,All Other Diagnoses,2628601,2725753,0.964357739
2023,Statewide,ED Visit,Age,0 to 18,Co-Occuring Disorders,7130,2725753,0.002615791
