"Publication_Year","Table","Health_Indicator_Desc","Strata","Strata_Name","County","Rank_Order","Denominator_Total","Denominator_Average","Denominator_Label","Denominator_Year_Period","Numerator_Total","Numerator_Average","Numerator_Label","Numerator_Year_Period","Rate_Multiplier","Rate/Percentage","Rate/Percentage_Label","Age-Adjusted_Rate","Age-Adjusted_Rate_Label","Lower_Confidence_Limit","Upper_Confidence_Limit","Healthy_People_Decade","Healthy_People_Objective_Number","Healthy_People_Objective_Target","Healthy_People_Objective_Met","Denominator_Annotation_Code","Numerator_Annotation_Code","Rates_Annotation_Code","Annotation_Desc"
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Tulare,43,485121,485121.0,Population,2022,1264,421.3,Deaths,2021-2023,100000,86.9,Crude Death Rate,89.2,Age-Adjusted Death Rate,84.3,94.2,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Humboldt,44,134138,134138.0,Population,2022,498,166.0,Deaths,2021-2023,100000,123.8,Crude Death Rate,90.0,Age-Adjusted Death Rate,81.9,98.2,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Mendocino,45,88353,88353.0,Population,2022,383,127.7,Deaths,2021-2023,100000,144.5,Crude Death Rate,91.3,Age-Adjusted Death Rate,81.9,100.7,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Riverside,46,2506351,2506351.0,Population,2022,9039,3013.0,Deaths,2021-2023,100000,120.2,Crude Death Rate,92.1,Age-Adjusted Death Rate,90.2,94.0,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,San Bernardino,47,2216865,2216865.0,Population,2022,6118,2039.3,Deaths,2021-2023,100000,92.0,Crude Death Rate,92.9,Age-Adjusted Death Rate,90.5,95.2,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Fresno,48,1029118,1029118.0,Population,2022,3039,1013.0,Deaths,2021-2023,100000,98.4,Crude Death Rate,94.6,Age-Adjusted Death Rate,91.2,98.0,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Sierra,49,3077,3077.0,Population,2022,21,7.0,Deaths,2021-2023,100000,227.5,Crude Death Rate,95.1,Age-Adjusted Death Rate,55.4,152.3,2030,HDS-02,71.1,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Modoc,50,9374,9374.0,Population,2022,56,18.7,Deaths,2021-2023,100000,199.1,Crude Death Rate,95.2,Age-Adjusted Death Rate,70.7,125.6,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Lassen,51,29842,29842.0,Population,2022,118,39.3,Deaths,2021-2023,100000,131.8,Crude Death Rate,95.9,Age-Adjusted Death Rate,78.3,113.5,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Tehama,52,64023,64023.0,Population,2022,278,92.7,Deaths,2021-2023,100000,144.7,Crude Death Rate,96.3,Age-Adjusted Death Rate,84.7,108.0,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Shasta,53,176682,176682.0,Population,2022,826,275.3,Deaths,2021-2023,100000,155.8,Crude Death Rate,99.4,Age-Adjusted Death Rate,92.5,106.4,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Yuba,54,78666,78666.0,Population,2022,250,83.3,Deaths,2021-2023,100000,105.9,Crude Death Rate,100.9,Age-Adjusted Death Rate,88.2,113.7,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Glenn,55,29212,29212.0,Population,2022,123,41.0,Deaths,2021-2023,100000,140.4,Crude Death Rate,109.9,Age-Adjusted Death Rate,90.1,129.6,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Amador,56,38161,38161.0,Population,2022,254,84.7,Deaths,2021-2023,100000,221.9,Crude Death Rate,110.8,Age-Adjusted Death Rate,96.1,125.5,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Kern,57,929851,929851.0,Population,2022,2895,965.0,Deaths,2021-2023,100000,103.8,Crude Death Rate,111.2,Age-Adjusted Death Rate,107.1,115.3,2030,HDS-02,71.1,N,,,,
2025,9,Deaths Due to Coronary Heart Disease,Total Population,Total Population,Lake,58,64138,64138.0,Population,2022,398,132.7,Deaths,2021-2023,100000,206.8,Crude Death Rate,119.5,Age-Adjusted Death Rate,107.3,131.8,2030,HDS-02,71.1,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sierra,1,3077,3077.0,Population,2022,4,1.3,Deaths,2021-2023,100000,43.3,Crude Death Rate,15.8,Age-Adjusted Death Rate,4.3,40.6,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Alpine,2,1139,1139.0,Population,2022,1,0.3,Deaths,2021-2023,100000,29.3,Crude Death Rate,16.4,Age-Adjusted Death Rate,0.4,91.5,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Plumas,3,19041,19041.0,Population,2022,21,7.0,Deaths,2021-2023,100000,36.8,Crude Death Rate,16.5,Age-Adjusted Death Rate,9.4,26.8,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Mono,4,13898,13898.0,Population,2022,7,2.3,Deaths,2021-2023,100000,16.8,Crude Death Rate,20.5,Age-Adjusted Death Rate,5.6,52.6,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Lassen,5,29842,29842.0,Population,2022,25,8.3,Deaths,2021-2023,100000,27.9,Crude Death Rate,21.2,Age-Adjusted Death Rate,13.6,31.6,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Trinity,6,13156,13156.0,Population,2022,17,5.7,Deaths,2021-2023,100000,43.1,Crude Death Rate,23.7,Age-Adjusted Death Rate,12.3,41.4,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Colusa,7,22872,22872.0,Population,2022,20,6.7,Deaths,2021-2023,100000,29.1,Crude Death Rate,24.5,Age-Adjusted Death Rate,14.8,38.3,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Modoc,8,9374,9374.0,Population,2022,15,5.0,Deaths,2021-2023,100000,53.3,Crude Death Rate,24.9,Age-Adjusted Death Rate,13.9,41.0,2030,HDS-03,33.4,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Mariposa,9,17556,17556.0,Population,2022,33,11.0,Deaths,2021-2023,100000,62.7,Crude Death Rate,25.6,Age-Adjusted Death Rate,17.6,35.9,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Calaveras,10,44150,44150.0,Population,2022,74,24.7,Deaths,2021-2023,100000,55.9,Crude Death Rate,25.7,Age-Adjusted Death Rate,19.7,33.1,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Inyo,11,18142,18142.0,Population,2022,28,9.3,Deaths,2021-2023,100000,51.4,Crude Death Rate,26.2,Age-Adjusted Death Rate,17.4,37.9,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Imperial,12,192960,192960.0,Population,2022,175,58.3,Deaths,2021-2023,100000,30.2,Crude Death Rate,26.4,Age-Adjusted Death Rate,22.4,30.4,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Santa Clara,13,1987898,1987898.0,Population,2022,2171,723.7,Deaths,2021-2023,100000,36.4,Crude Death Rate,27.3,Age-Adjusted Death Rate,26.1,28.4,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Marin,14,257795,257795.0,Population,2022,426,142.0,Deaths,2021-2023,100000,55.1,Crude Death Rate,27.4,Age-Adjusted Death Rate,24.7,30.0,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Lake,15,64138,64138.0,Population,2022,96,32.0,Deaths,2021-2023,100000,49.9,Crude Death Rate,29.2,Age-Adjusted Death Rate,23.5,35.8,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Nevada,16,98157,98157.0,Population,2022,188,62.7,Deaths,2021-2023,100000,63.8,Crude Death Rate,29.4,Age-Adjusted Death Rate,24.9,33.8,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Mateo,17,777635,777635.0,Population,2022,1072,357.3,Deaths,2021-2023,100000,46.0,Crude Death Rate,29.9,Age-Adjusted Death Rate,28.1,31.7,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Los Angeles,18,10208717,10208717.0,Population,2022,11773,3924.3,Deaths,2021-2023,100000,38.4,Crude Death Rate,30.3,Age-Adjusted Death Rate,29.8,30.9,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Amador,19,38161,38161.0,Population,2022,76,25.3,Deaths,2021-2023,100000,66.4,Crude Death Rate,31.2,Age-Adjusted Death Rate,24.2,39.7,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Francisco,20,897416,897416.0,Population,2022,1297,432.3,Deaths,2021-2023,100000,48.2,Crude Death Rate,31.4,Age-Adjusted Death Rate,29.7,33.2,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Ventura,21,851620,851620.0,Population,2022,1076,358.7,Deaths,2021-2023,100000,42.1,Crude Death Rate,31.6,Age-Adjusted Death Rate,29.7,33.5,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Orange,22,3218111,3218111.0,Population,2022,4220,1406.7,Deaths,2021-2023,100000,43.7,Crude Death Rate,32.5,Age-Adjusted Death Rate,31.5,33.5,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Napa,23,139518,139518.0,Population,2022,215,71.7,Deaths,2021-2023,100000,51.4,Crude Death Rate,32.5,Age-Adjusted Death Rate,28.1,36.9,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,El Dorado,24,190012,190012.0,Population,2022,302,100.7,Deaths,2021-2023,100000,53.0,Crude Death Rate,32.6,Age-Adjusted Death Rate,28.8,36.4,2030,HDS-03,33.4,Y,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sonoma,25,502886,502886.0,Population,2022,833,277.7,Deaths,2021-2023,100000,55.2,Crude Death Rate,33.8,Age-Adjusted Death Rate,31.5,36.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Monterey,26,447300,447300.0,Population,2022,552,184.0,Deaths,2021-2023,100000,41.1,Crude Death Rate,34.4,Age-Adjusted Death Rate,31.5,37.3,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Mendocino,27,88353,88353.0,Population,2022,144,48.0,Deaths,2021-2023,100000,54.3,Crude Death Rate,35.1,Age-Adjusted Death Rate,29.2,41.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Riverside,28,2506351,2506351.0,Population,2022,3442,1147.3,Deaths,2021-2023,100000,45.8,Crude Death Rate,35.5,Age-Adjusted Death Rate,34.3,36.7,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Tuolumne,29,51670,51670.0,Population,2022,118,39.3,Deaths,2021-2023,100000,76.1,Crude Death Rate,35.5,Age-Adjusted Death Rate,28.9,42.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,CALIFORNIA,,40146003,40146003.0,Population,2022,54675,18225.0,Deaths,2021-2023,100000,45.4,Crude Death Rate,35.7,Age-Adjusted Death Rate,35.4,36.0,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Madera,30,162722,162722.0,Population,2022,207,69.0,Deaths,2021-2023,100000,42.4,Crude Death Rate,35.9,Age-Adjusted Death Rate,30.9,40.8,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Del Norte,31,26792,26792.0,Population,2022,43,14.3,Deaths,2021-2023,100000,53.5,Crude Death Rate,35.9,Age-Adjusted Death Rate,25.9,48.6,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Butte,32,227736,227736.0,Population,2022,356,118.7,Deaths,2021-2023,100000,52.1,Crude Death Rate,37.4,Age-Adjusted Death Rate,33.4,41.4,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Alameda,33,1689538,1689538.0,Population,2022,2345,781.7,Deaths,2021-2023,100000,46.3,Crude Death Rate,37.7,Age-Adjusted Death Rate,36.2,39.3,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Diego,34,3356185,3356185.0,Population,2022,4849,1616.3,Deaths,2021-2023,100000,48.2,Crude Death Rate,37.8,Age-Adjusted Death Rate,36.8,38.9,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Kings,35,156164,156164.0,Population,2022,153,51.0,Deaths,2021-2023,100000,32.7,Crude Death Rate,37.9,Age-Adjusted Death Rate,31.9,44.0,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Siskiyou,36,43169,43169.0,Population,2022,96,32.0,Deaths,2021-2023,100000,74.1,Crude Death Rate,38.5,Age-Adjusted Death Rate,30.6,47.8,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Shasta,37,176682,176682.0,Population,2022,316,105.3,Deaths,2021-2023,100000,59.6,Crude Death Rate,38.6,Age-Adjusted Death Rate,34.2,42.9,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Kern,38,929851,929851.0,Population,2022,989,329.7,Deaths,2021-2023,100000,35.5,Crude Death Rate,38.8,Age-Adjusted Death Rate,36.3,41.2,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Santa Cruz,39,276024,276024.0,Population,2022,412,137.3,Deaths,2021-2023,100000,49.8,Crude Death Rate,39.2,Age-Adjusted Death Rate,35.4,43.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Merced,40,288601,288601.0,Population,2022,327,109.0,Deaths,2021-2023,100000,37.8,Crude Death Rate,40.0,Age-Adjusted Death Rate,35.7,44.4,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Tehama,41,64023,64023.0,Population,2022,115,38.3,Deaths,2021-2023,100000,59.9,Crude Death Rate,40.4,Age-Adjusted Death Rate,32.8,48.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Fresno,42,1029118,1029118.0,Population,2022,1281,427.0,Deaths,2021-2023,100000,41.5,Crude Death Rate,40.5,Age-Adjusted Death Rate,38.2,42.7,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Tulare,43,485121,485121.0,Population,2022,571,190.3,Deaths,2021-2023,100000,39.2,Crude Death Rate,40.7,Age-Adjusted Death Rate,37.3,44.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Bernardino,44,2216865,2216865.0,Population,2022,2671,890.3,Deaths,2021-2023,100000,40.2,Crude Death Rate,40.8,Age-Adjusted Death Rate,39.2,42.3,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Contra Costa,45,1168294,1168294.0,Population,2022,1951,650.3,Deaths,2021-2023,100000,55.7,Crude Death Rate,40.9,Age-Adjusted Death Rate,39.0,42.7,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Santa Barbara,46,455127,455127.0,Population,2022,784,261.3,Deaths,2021-2023,100000,57.4,Crude Death Rate,41.9,Age-Adjusted Death Rate,38.9,44.9,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Yolo,47,228380,228380.0,Population,2022,312,104.0,Deaths,2021-2023,100000,45.5,Crude Death Rate,42.9,Age-Adjusted Death Rate,38.1,47.7,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Stanislaus,48,566365,566365.0,Population,2022,789,263.0,Deaths,2021-2023,100000,46.4,Crude Death Rate,43.0,Age-Adjusted Death Rate,39.9,46.0,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Benito,49,62124,62124.0,Population,2022,88,29.3,Deaths,2021-2023,100000,47.2,Crude Death Rate,43.8,Age-Adjusted Death Rate,35.1,54.1,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Glenn,50,29212,29212.0,Population,2022,51,17.0,Deaths,2021-2023,100000,58.2,Crude Death Rate,44.7,Age-Adjusted Death Rate,33.2,58.9,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Joaquin,51,783706,783706.0,Population,2022,1139,379.7,Deaths,2021-2023,100000,48.4,Crude Death Rate,47.2,Age-Adjusted Death Rate,44.4,49.9,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Placer,52,400664,400664.0,Population,2022,1081,360.3,Deaths,2021-2023,100000,89.9,Crude Death Rate,49.9,Age-Adjusted Death Rate,46.9,52.9,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Solano,53,448896,448896.0,Population,2022,918,306.0,Deaths,2021-2023,100000,68.2,Crude Death Rate,51.3,Age-Adjusted Death Rate,47.9,54.6,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sacramento,54,1571846,1571846.0,Population,2022,2806,935.3,Deaths,2021-2023,100000,59.5,Crude Death Rate,51.4,Age-Adjusted Death Rate,49.5,53.4,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,San Luis Obispo,55,279268,279268.0,Population,2022,804,268.0,Deaths,2021-2023,100000,96.0,Crude Death Rate,54.7,Age-Adjusted Death Rate,50.8,58.5,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Sutter,56,99781,99781.0,Population,2022,213,71.0,Deaths,2021-2023,100000,71.2,Crude Death Rate,55.5,Age-Adjusted Death Rate,48.0,63.0,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Yuba,57,78666,78666.0,Population,2022,165,55.0,Deaths,2021-2023,100000,69.9,Crude Death Rate,74.8,Age-Adjusted Death Rate,63.3,86.4,2030,HDS-03,33.4,N,,,,
2025,10,Deaths Due to Cerebrovascular Disease (Stroke),Total Population,Total Population,Humboldt,58,134138,134138.0,Population,2022,422,140.7,Deaths,2021-2023,100000,104.9,Crude Death Rate,75.1,Age-Adjusted Death Rate,67.8,82.3,2030,HDS-03,33.4,N,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Sierra,1,3077,3077.0,Population,2022,0,0.0,Deaths,2021-2023,100000,,Crude Death Rate,,Age-Adjusted Death Rate,,,2030,,,,,,3,Rates for zero events have not been calculated.
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Santa Clara,2,1987898,1987898.0,Population,2022,341,113.7,Deaths,2021-2023,100000,5.7,Crude Death Rate,4.3,Age-Adjusted Death Rate,3.8,4.7,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Marin,3,257795,257795.0,Population,2022,68,22.7,Deaths,2021-2023,100000,8.8,Crude Death Rate,4.3,Age-Adjusted Death Rate,3.4,5.5,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Napa,4,139518,139518.0,Population,2022,26,8.7,Deaths,2021-2023,100000,6.2,Crude Death Rate,4.3,Age-Adjusted Death Rate,2.7,6.3,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,San Benito,5,62124,62124.0,Population,2022,9,3.0,Deaths,2021-2023,100000,4.8,Crude Death Rate,4.3,Age-Adjusted Death Rate,2.0,8.3,2030,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Mono,6,13898,13898.0,Population,2022,2,0.7,Deaths,2021-2023,100000,4.8,Crude Death Rate,4.6,Age-Adjusted Death Rate,0.6,16.6,2030,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Placer,7,400664,400664.0,Population,2022,94,31.3,Deaths,2021-2023,100000,7.8,Crude Death Rate,4.7,Age-Adjusted Death Rate,3.7,5.8,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,San Mateo,8,777635,777635.0,Population,2022,170,56.7,Deaths,2021-2023,100000,7.3,Crude Death Rate,4.8,Age-Adjusted Death Rate,4.1,5.5,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,San Diego,9,3356185,3356185.0,Population,2022,620,206.7,Deaths,2021-2023,100000,6.2,Crude Death Rate,4.9,Age-Adjusted Death Rate,4.6,5.3,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,San Francisco,10,897416,897416.0,Population,2022,214,71.3,Deaths,2021-2023,100000,7.9,Crude Death Rate,5.2,Age-Adjusted Death Rate,4.5,6.0,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Santa Barbara,11,455127,455127.0,Population,2022,98,32.7,Deaths,2021-2023,100000,7.2,Crude Death Rate,5.4,Age-Adjusted Death Rate,4.4,6.6,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Santa Cruz,12,276024,276024.0,Population,2022,58,19.3,Deaths,2021-2023,100000,7.0,Crude Death Rate,5.4,Age-Adjusted Death Rate,4.1,7.1,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Nevada,13,98157,98157.0,Population,2022,33,11.0,Deaths,2021-2023,100000,11.2,Crude Death Rate,5.4,Age-Adjusted Death Rate,3.6,8.0,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Sonoma,14,502886,502886.0,Population,2022,139,46.3,Deaths,2021-2023,100000,9.2,Crude Death Rate,5.7,Age-Adjusted Death Rate,4.7,6.7,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Ventura,15,851620,851620.0,Population,2022,198,66.0,Deaths,2021-2023,100000,7.7,Crude Death Rate,5.9,Age-Adjusted Death Rate,5.1,6.8,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Monterey,16,447300,447300.0,Population,2022,95,31.7,Deaths,2021-2023,100000,7.1,Crude Death Rate,5.9,Age-Adjusted Death Rate,4.8,7.2,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Contra Costa,17,1168294,1168294.0,Population,2022,304,101.3,Deaths,2021-2023,100000,8.7,Crude Death Rate,6.3,Age-Adjusted Death Rate,5.6,7.0,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,El Dorado,18,190012,190012.0,Population,2022,54,18.0,Deaths,2021-2023,100000,9.5,Crude Death Rate,6.3,Age-Adjusted Death Rate,4.6,8.4,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Humboldt,19,134138,134138.0,Population,2022,36,12.0,Deaths,2021-2023,100000,8.9,Crude Death Rate,6.4,Age-Adjusted Death Rate,4.4,9.0,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Plumas,20,19041,19041.0,Population,2022,9,3.0,Deaths,2021-2023,100000,15.8,Crude Death Rate,6.6,Age-Adjusted Death Rate,3.0,12.5,2030,,,,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Yolo,21,228380,228380.0,Population,2022,54,18.0,Deaths,2021-2023,100000,7.9,Crude Death Rate,7.3,Age-Adjusted Death Rate,5.5,9.6,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,San Luis Obispo,22,279268,279268.0,Population,2022,99,33.0,Deaths,2021-2023,100000,11.8,Crude Death Rate,7.4,Age-Adjusted Death Rate,5.9,9.2,2030,,,,,,,
2025,11,Deaths Due to Influenza and Pneumonia,Total Population,Total Population,Alameda,23,1689538,1689538.0,Population,2022,467,155.7,Deaths,2021-2023,100000,9.2,Crude Death Rate,7.5,Age-Adjusted Death Rate,6.8,8.2,2030,,,,,,,
